Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_Y_ED50,Coordenada_UTM_X_ED50,Longitud_WGS84,Latitud_WGS84
2025S000666,10,Sant Martí,67,la Vila Olímpica del Poblenou,700758,Marítim del Port Olímpic,56,Dimarts,2025,2,Febrer,4,17,Tarda,,,2,,2,1,433069.124,4582296.246,2.19833589,41.38756470
2025S000667,2,Eixample,7,la Dreta de l'Eixample,032700,Balmes,,Dimarts,2025,2,Febrer,4,20,Tarda,,,1,,1,2,429743.715,4582869.408,2.15849919,41.39244325
2025S000668,2,Eixample,6,la Sagrada Família,090502,Còrsega,615,Dimarts,2025,2,Febrer,4,16,Tarda,,,1,,1,2,431197.335,4584688.558,2.17567818,41.40895351
2025S000669,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,112004,Escorial,,Dimarts,2025,2,Febrer,4,20,Tarda,Desobeir el senyal del semàfor,,2,,2,1,430052.881,4584433.801,2.16201608,41.40656018
2025S000670,1,Ciutat Vella,2,el Barri Gòtic,074404,Catalunya,20,Dimarts,2025,2,Febrer,4,14,Tarda,,,1,,1,1,430770.678,4582153.513,2.17086391,41.38608451
2025S000671,8,Nou Barris,48,la Guineueta,103003,Doctor Pi i Molist,,Dimarts,2025,2,Febrer,4,23,Nit,,,1,,1,2,430921.311,4587624.545,2.17204042,41.43537323
2025S000672,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701501,B-20 (Llobregat),E6,Dimecres,2025,2,Febrer,5,5,Nit,,,2,,2,2,427869.956,4585406.474,2.13578598,41.41512763
2025S000673,2,Eixample,7,la Dreta de l'Eixample,071600,Casp,6,Dimecres,2025,2,Febrer,5,7,Matí,,,1,,1,2,430745.568,4582487.387,2.17052543,41.38908945
2025S000674,3,Sants-Montjuïc,15,Hostafrancs,045803,Bordeta,,Dimecres,2025,2,Febrer,5,10,Matí,,,1,,1,2,428338.237,4580665.082,2.14195007,41.37246561
2025S000675,2,Eixample,6,la Sagrada Família,191204,Mallorca,,Dimecres,2025,2,Febrer,5,8,Matí,,,1,,1,2,431368.183,4584275.949,2.17776892,41.40525189
2025S000676,9,Sant Andreu,57,la Trinitat Vella,314100,Santa Coloma,125,Dimecres,2025,2,Febrer,5,9,Matí,,,1,,1,1,433342.137,4589119.602,2.20084860,41.44904344
2025S000677,2,Eixample,6,la Sagrada Família,090502,Còrsega,537,Dimecres,2025,2,Febrer,5,7,Matí,,,,,,2,430833.914,4584334.670,2.17137089,41.40573495
2025S000678,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,196900,Marià Cubí,122,Dimecres,2025,2,Febrer,5,10,Matí,,,,,,6,428718.150,4583305.140,2.14618179,41.39627744
2025S000679,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa,60,Dimecres,2025,2,Febrer,5,9,Matí,Altres,,,1,1,1,432977.520,4585446.635,2.19689135,41.41593180
2025S000680,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,,Dimecres,2025,2,Febrer,5,10,Matí,,,1,,1,2,428686.998,4581461.483,2.14602634,41.37966952
2025S000681,10,Sant Martí,67,la Vila Olímpica del Poblenou,197302,Marina,,Dimecres,2025,2,Febrer,5,9,Matí,Desobeir el senyal del semàfor,,1,,1,2,432869.806,4582348.982,2.19594629,41.38802306
2025S000682,2,Eixample,5,el Fort Pienc,144601,Diagonal,,Dimecres,2025,2,Febrer,5,13,Matí,,,1,,1,2,431167.042,4583702.846,2.17542793,41.40007292
2025S000683,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,,Dimecres,2025,2,Febrer,5,11,Matí,,,1,,1,1,427906.246,4583318.319,2.13646905,41.39632372
2025S000684,2,Eixample,7,la Dreta de l'Eixample,350308,València,369,Dimecres,2025,2,Febrer,5,13,Matí,,,1,,1,2,430848.763,4583597.110,2.17163283,41.39909326
2025S000685,3,Sants-Montjuïc,12,la Marina del Prat Vermell,000180,A Zona Franca,9999,Dimecres,2025,2,Febrer,5,16,Tarda,,,1,,1,2,428769.126,4577860.731,2.14743152,41.34724596
2025S000686,2,Eixample,5,el Fort Pienc,362409,Vilanova,1,Dimecres,2025,2,Febrer,5,17,Tarda,Desobeir el senyal del semàfor,,1,,1,1,431582.088,4582775.840,2.18049743,41.39175909
2025S000687,10,Sant Martí,64,el Camp de l'Arpa del Clot,090502,Còrsega,,Dimecres,2025,2,Febrer,5,17,Tarda,,,1,,1,2,431466.557,4584937.051,2.17887083,41.41121463
2025S000688,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,144601,Diagonal,53,Dimecres,2025,2,Febrer,5,16,Tarda,Altres,,1,,1,1,434114.416,4584650.821,2.21058079,41.40885817
2025S000689,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,118,Dimecres,2025,2,Febrer,5,23,Nit,,,1,,1,2,430531.215,4582841.692,2.16792116,41.39226207
2025S000690,5,Sarrià-Sant Gervasi,24,les Tres Torres,028000,Augusta,261-263,Dimecres,2025,2,Febrer,5,11,Matí,,,1,,1,1,427534.019,4583469.706,2.13199872,41.39765373
2025S000691,10,Sant Martí,68,el Poblenou,700654,Litoral,60,Dijous,2025,2,Febrer,6,8,Matí,,,1,,1,1,433590.899,4582862.799,2.20451395,41.39271078
2025S000692,5,Sarrià-Sant Gervasi,24,les Tres Torres,028000,Augusta,,Dijous,2025,2,Febrer,6,8,Matí,,,1,,1,2,427605.517,4583482.641,2.13285237,41.39777667
2025S000693,1,Ciutat Vella,1,el Raval,034308,Rambla,135,Dijous,2025,2,Febrer,6,10,Matí,,,1,,1,2,430684.954,4582066.489,2.16984868,41.38529332
2025S000694,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda,140X,Dijous,2025,2,Febrer,6,10,Matí,,,1,,1,2,433390.069,4584498.395,2.20193186,41.40742557
2025S000695,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701498,B-10 (Besòs),K165,Dijous,2025,2,Febrer,6,11,Matí,,,1,,1,2,427389.940,4577429.379,2.13099911,41.34323771
2025S000696,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,,Dijous,2025,2,Febrer,6,13,Matí,,,1,,1,2,433081.865,4584996.687,2.19818961,41.41188794
2025S000697,4,Les Corts,21,Pedralbes,102500,Doctor Joaquín Albarrán,2,Dijous,2025,2,Febrer,6,8,Matí,,,1,,1,2,425532.193,4582604.112,2.10816103,41.38967473
2025S000698,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant,,Dijous,2025,2,Febrer,6,13,Matí,,,1,,1,2,430807.889,4584665.361,2.17102173,41.40871114
2025S000699,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,77-111,Dijous,2025,2,Febrer,6,15,Tarda,,,1,,1,2,426841.690,4576816.925,2.12452067,41.33767192
2025S000700,10,Sant Martí,71,Provençals del Poblenou,169409,Corts Catalanes,1040,Dijous,2025,2,Febrer,6,17,Tarda,,,,,,2,433260.995,4585099.007,2.20032143,41.41282441
2025S000701,9,Sant Andreu,60,Sant Andreu,701267,Dalt (Besòs),K162,Dijous,2025,2,Febrer,6,15,Tarda,,,1,,1,2,432922.678,4588961.943,2.19584484,41.44758850
2025S000702,10,Sant Martí,68,el Poblenou,110009,Ramon Turró,264,Dimecres,2025,2,Febrer,5,10,Matí,,,1,,1,2,433808.650,4583983.883,2.20699574,41.40282609
2025S000703,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló,,Dijous,2025,2,Febrer,6,20,Tarda,,,1,,1,2,430505.455,4583808.030,2.16750209,41.40096334
2025S000704,2,Eixample,6,la Sagrada Família,350308,València,528,Dijous,2025,2,Febrer,6,19,Tarda,,,1,,1,2,431636.850,4584335.138,2.18097623,41.40580789
2025S000705,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,,Dijous,2025,2,Febrer,6,20,Tarda,Desobeir el senyal del semàfor,,2,,2,1,430557.688,4582525.424,2.16827407,41.38941583
2025S000706,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701502,B-20 (Besòs),K87,Dijous,2025,2,Febrer,6,18,Tarda,,,1,,1,2,427279.470,4585097.504,2.12875832,41.41229162
2025S000707,2,Eixample,5,el Fort Pienc,197302,Marina,,Dijous,2025,2,Febrer,6,23,Nit,Desobeir el senyal del semàfor,,1,,1,2,431937.237,4583291.593,2.18468713,41.39643448
2025S000708,5,Sarrià-Sant Gervasi,24,les Tres Torres,101904,Doctor Fleming,23,Dijous,2025,2,Febrer,6,11,Matí,Desobeir el senyal del semàfor,,1,,1,1,427732.496,4583124.917,2.13441392,41.39456622
2025S000709,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París,,Divendres,2025,2,Febrer,7,6,Matí,,,1,,1,2,428885.894,4582593.132,2.14827183,41.38987951
2025S000710,9,Sant Andreu,60,Sant Andreu,322007,Segre,18-22,Divendres,2025,2,Febrer,7,9,Matí,Desobeir el senyal del semàfor,,1,,1,1,432554.459,4587590.949,2.19159019,41.43520954
2025S000711,2,Eixample,5,el Fort Pienc,009209,Alí Bei,,Divendres,2025,2,Febrer,7,10,Matí,,,1,,1,2,431462.395,4582829.687,2.17905977,41.39223388
2025S000712,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,369,Divendres,2025,2,Febrer,7,10,Matí,,,1,,1,2,430085.036,4583377.323,2.16252283,41.39704764
2025S000713,7,Horta-Guinardó,40,Montbau,701267,Dalt (Besòs),K110,Divendres,2025,2,Febrer,7,12,Matí,,,1,,1,2,428543.183,4586839.609,2.14367135,41.42809545
2025S000714,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,011200,Almogàvers,119-123,Divendres,2025,2,Febrer,7,13,Matí,,,1,,1,1,432383.518,4583374.358,2.19001592,41.39721760
2025S000715,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,,Divendres,2025,2,Febrer,7,11,Matí,,,3,,3,2,432985.660,4583007.181,2.19725899,41.39396097
2025S000716,9,Sant Andreu,57,la Trinitat Vella,281409,Ribes,67-75,Divendres,2025,2,Febrer,7,13,Matí,,,1,,1,2,432400.353,4589054.374,2.18958196,41.44837715
2025S000717,7,Horta-Guinardó,40,Montbau,352507,Vall d'Hebron,149-157,Divendres,2025,2,Febrer,7,13,Matí,,,1,,1,2,428779.051,4587533.409,2.14641216,41.43436517
2025S000718,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,,Divendres,2025,2,Febrer,7,15,Tarda,,,4,,4,2,428787.039,4581740.072,2.14718987,41.38218754
2025S000719,7,Horta-Guinardó,34,Can Baró,170601,José Millán González,28-32,Divendres,2025,2,Febrer,7,16,Tarda,,,,1,1,2,429866.922,4585528.939,2.15966445,41.41640748
2025S000720,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,,Divendres,2025,2,Febrer,7,15,Tarda,,,1,,1,2,432141.028,4585382.640,2.18689012,41.41528517
2025S000721,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Divendres,2025,2,Febrer,7,13,Matí,,,1,,1,2,430689.868,4583237.734,2.16977335,41.39584279
2025S000722,10,Sant Martí,73,la Verneda i la Pau,318906,Santander,,Divendres,2025,2,Febrer,7,13,Matí,,,1,,1,2,433501.245,4586845.074,2.20300373,41.42857068
2025S000723,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701498,B-10 (Besòs),K135,Divendres,2025,2,Febrer,7,15,Tarda,,,1,,1,2,429959.626,4578877.121,2.16154309,41.35650477
2025S000724,4,Les Corts,20,la Maternitat i Sant Ramon,065200,Cardenal Reig,18,Divendres,2025,2,Febrer,7,21,Tarda,,,1,,1,1,426076.254,4581196.873,2.11483962,41.37705054
2025S000725,9,Sant Andreu,57,la Trinitat Vella,701497,B-10 (Llobregat),K0,Divendres,2025,2,Febrer,7,16,Tarda,,,2,,2,3,432969.159,4589201.616,2.19637463,41.44975104
2025S000726,10,Sant Martí,68,el Poblenou,196707,Marià Aguiló,101,Divendres,2025,2,Febrer,7,16,Tarda,,,,,,1,433542.240,4583771.584,2.20383216,41.40089197
2025S000727,4,Les Corts,21,Pedralbes,062507,Capità Arenas,,Divendres,2025,2,Febrer,7,23,Nit,,,1,,1,2,426989.799,4582786.057,2.12557166,41.39144713
2025S000728,10,Sant Martí,67,la Vila Olímpica del Poblenou,700662,Salvador Espriu,89,Dissabte,2025,2,Febrer,8,1,Nit,,,2,,2,3,433348.028,4582852.154,2.20161025,41.39259481
2025S000729,2,Eixample,9,la Nova Esquerra de l'Eixample,331507,Tarragona,74-76,Dissabte,2025,2,Febrer,8,0,Nit,,,1,,1,2,428775.137,4581196.231,2.14711149,41.37728829
2025S000730,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,344101,Gràcia,30,Dissabte,2025,2,Febrer,8,1,Nit,,,1,,1,2,428816.463,4583117.381,2.14737979,41.39459508
2025S000731,7,Horta-Guinardó,43,Horta,701268,Dalt (Llobregat),K131,Divendres,2025,2,Febrer,7,18,Tarda,,,2,,2,2,429982.876,4588112.396,2.16075245,41.43968579
2025S000732,2,Eixample,7,la Dreta de l'Eixample,089004,Consell de Cent,320,Divendres,2025,2,Febrer,7,17,Tarda,,,1,,1,1,430458.736,4582810.546,2.16705787,41.39197528
2025S000733,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,31,Divendres,2025,2,Febrer,7,22,Nit,,,,1,1,1,428840.135,4581628.014,2.14783797,41.38118297
2025S000734,6,Gràcia,30,la Salut,067001,Carmel,23,Divendres,2025,2,Febrer,7,19,Tarda,,,1,,1,1,429481.523,4585353.188,2.15507376,41.41479080
2025S000735,3,Sants-Montjuïc,17,Sants - Badal,113109,Escultor Canet,7-9,Divendres,2025,2,Febrer,7,9,Matí,,,1,,1,2,427153.808,4580843.667,2.12776686,41.37396767
2025S000736,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,321605,Pau Alsina,,Dissabte,2025,2,Febrer,8,6,Matí,,,,,,1,430107.240,4584794.243,2.16262472,41.40981128
2025S000737,1,Ciutat Vella,1,el Raval,140203,Drassanes,14,Divendres,2025,2,Febrer,7,22,Nit,,,1,,1,2,430972.098,4581122.920,2.17339021,41.37681957
2025S000738,2,Eixample,7,la Dreta de l'Eixample,018505,Aragó,,Divendres,2025,2,Febrer,7,20,Tarda,,,1,,1,2,430594.162,4583143.181,2.16863945,41.39498292
2025S000739,3,Sants-Montjuïc,11,el Poble Sec,218504,Montjuïc,0,Dissabte,2025,2,Febrer,8,12,Matí,,,1,,1,2,430719.730,4580392.821,2.17045600,41.37022207
2025S000740,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,191703,Mandri,,Dissabte,2025,2,Febrer,8,12,Matí,,,,,,1,427723.224,4584051.102,2.13419239,41.40290717
2025S000741,2,Eixample,7,la Dreta de l'Eixample,350308,València,229,Dissabte,2025,2,Febrer,8,9,Matí,,,,1,1,1,429978.173,4582743.783,2.16131792,41.39133225
2025S000742,1,Ciutat Vella,1,el Raval,308505,Sant Pau,99B-101,Dissabte,2025,2,Febrer,8,8,Matí,,,,,,1,430601.160,4581056.732,2.16896229,41.37619151
2025S000743,10,Sant Martí,71,Provençals del Poblenou,701414,C-31,K2070,Dissabte,2025,2,Febrer,8,13,Matí,,,1,,1,2,433010.802,4584901.860,2.19734991,41.41102794
2025S000744,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,070607,Casanova,207-209,Dissabte,2025,2,Febrer,8,13,Matí,,,2,,2,2,428808.677,4583043.999,2.14729530,41.39393346
2025S000745,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,,Dissabte,2025,2,Febrer,8,10,Matí,,,1,,1,1,430496.729,4582861.515,2.16750642,41.39243763
2025S000746,2,Eixample,6,la Sagrada Família,268003,Provença,,Dissabte,2025,2,Febrer,8,14,Tarda,,,1,,1,2,431183.543,4584280.162,2.17555965,41.40527404
2025S000747,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,175900,Laforja,,Dissabte,2025,2,Febrer,8,15,Tarda,,,1,,1,2,428978.994,4583580.008,2.14926949,41.39877617
2025S000748,8,Nou Barris,48,la Guineueta,186601,República,,Dissabte,2025,2,Febrer,8,17,Tarda,Creuar per fora pas de vianants,,1,,1,1,431112.532,4587960.493,2.17429069,41.43841543
2025S000749,9,Sant Andreu,60,Sant Andreu,242509,Palomar,44-46,Dissabte,2025,2,Febrer,8,17,Tarda,,,2,,2,2,432470.171,4588349.712,2.19049656,41.44203638
2025S000750,9,Sant Andreu,59,el Bon Pastor,242509,Palomar,,Dissabte,2025,2,Febrer,8,18,Tarda,,,2,,2,2,432996.942,4588404.961,2.19679564,41.44257815
2025S000751,2,Eixample,7,la Dreta de l'Eixample,031300,Bailèn,,Dissabte,2025,2,Febrer,8,20,Tarda,,,1,,1,2,430598.598,4583522.164,2.16864905,41.39839669
2025S000752,2,Eixample,7,la Dreta de l'Eixample,350308,València,,Dissabte,2025,2,Febrer,8,23,Nit,,,1,,1,2,430187.727,4582930.627,2.16380267,41.39303332
2025S000753,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700892,Garcia Fària,99X,Diumenge,2025,2,Febrer,9,1,Nit,,,5,,5,1,434931.415,4584616.581,2.22035866,41.40861637
2025S000754,10,Sant Martí,68,el Poblenou,346800,Poblenou,,Dissabte,2025,2,Febrer,8,4,Nit,,,,,,1,433179.013,4583945.059,2.19946807,41.40242429
2025S000755,7,Horta-Guinardó,39,Sant Genís dels Agudells,226604,Natzaret,44-48,Diumenge,2025,2,Febrer,9,6,Matí,,,,,,3,427978.031,4586561.326,2.13694144,41.42553858
2025S000756,7,Horta-Guinardó,33,el Baix Guinardó,169704,Josep Ciurana,,Diumenge,2025,2,Febrer,9,1,Nit,,,,,,3,430576.153,4585289.448,2.16817774,41.41431208
2025S000757,4,Les Corts,21,Pedralbes,144601,Diagonal,694-696,Diumenge,2025,2,Febrer,9,15,Tarda,,,1,,1,2,425818.017,4582082.484,2.11164331,41.38500308
2025S000758,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,34,Diumenge,2025,2,Febrer,9,14,Tarda,,,1,,1,2,431224.088,4583215.643,2.17616568,41.39568972
2025S000759,2,Eixample,7,la Dreta de l'Eixample,049509,Bruc,,Diumenge,2025,2,Febrer,9,15,Tarda,,,1,1,2,1,431082.485,4582644.494,2.17453699,41.39053342
2025S000760,3,Sants-Montjuïc,13,la Marina de Port,169409,Corts Catalanes,,Diumenge,2025,2,Febrer,9,18,Tarda,,,2,,2,2,427718.431,4579750.570,2.13464835,41.36417347
2025S000761,10,Sant Martí,70,el Besòs i el Maresme,214150,Mogent,36,Diumenge,2025,2,Febrer,9,19,Tarda,,,,,,2,434387.984,4585462.273,2.21376558,41.41618911
2025S000762,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,191703,Mandri,4,Diumenge,2025,2,Febrer,2,14,Tarda,,,1,,1,1,427847.651,4583921.778,2.13569623,41.40175357
2025S000763,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701103,Alfonso Comín,14,Diumenge,2025,2,Febrer,9,17,Tarda,,,1,,1,2,427974.743,4585315.441,2.13705055,41.41431713
2025S000764,6,Gràcia,30,la Salut,365702,Mare de Déu de Montserrat,16-18,Diumenge,2025,2,Febrer,9,19,Tarda,,,,,,5,429977.704,4585187.008,2.16102954,41.41333749
2025S000765,8,Nou Barris,56,Vallbona,236506,Oristà,84,Diumenge,2025,2,Febrer,9,20,Tarda,,,,,,2,431704.786,4591188.811,2.18101392,41.46754228
2025S000766,4,Les Corts,19,les Corts,343903,Corts,228,Diumenge,2025,2,Febrer,9,21,Tarda,,,2,,2,2,427499.443,4582013.104,2.13175959,41.38453157
2025S000767,10,Sant Martí,73,la Verneda i la Pau,318906,Santander,,Diumenge,2025,2,Febrer,9,23,Nit,,,1,,1,2,433501.245,4586845.074,2.20300373,41.42857068
2025S000768,3,Sants-Montjuïc,11,el Poble Sec,701266,Litoral (Llobregat),K127,Dilluns,2025,2,Febrer,10,7,Matí,,,1,,1,2,430641.861,4579587.946,2.16961707,41.36296607
2025S000769,10,Sant Martí,70,el Besòs i el Maresme,701497,B-10 (Llobregat),K52,Dilluns,2025,2,Febrer,10,9,Matí,,,1,,1,2,435119.926,4585013.264,2.22257136,41.41220445
2025S000770,6,Gràcia,31,la Vila de Gràcia,090502,Còrsega,,Dilluns,2025,2,Febrer,10,12,Matí,,,1,,1,2,429941.645,4583443.875,2.16080001,41.39763456
2025S000771,4,Les Corts,21,Pedralbes,701267,Dalt (Besòs),K49,Dilluns,2025,2,Febrer,10,8,Matí,,,1,,1,2,425157.154,4582015.997,2.10374839,41.38434302
2025S000772,2,Eixample,7,la Dreta de l'Eixample,032700,Balmes,44-46,Dilluns,2025,2,Febrer,10,8,Matí,,,2,,2,2,430159.785,4582458.266,2.16352296,41.38877649
2025S000773,9,Sant Andreu,57,la Trinitat Vella,701268,Dalt (Llobregat),K160,Dilluns,2025,2,Febrer,10,7,Matí,,,,,,2,432696.869,4588930.556,2.19314528,41.44728689
2025S000774,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),K80,Dilluns,2025,2,Febrer,10,7,Matí,,,1,,1,2,433406.969,4582829.315,2.20231773,41.39239399
2025S000775,2,Eixample,7,la Dreta de l'Eixample,031300,Bailèn,,Dilluns,2025,2,Febrer,10,8,Matí,,,1,,1,2,430690.501,4583426.611,2.16975930,41.39754400
2025S000776,3,Sants-Montjuïc,13,la Marina de Port,212406,Mineria,24-26,Dilluns,2025,2,Febrer,10,17,Tarda,,,1,,1,2,428008.694,4579798.597,2.13811278,41.36463205
2025S000777,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,076807,Sardenya,,Dilluns,2025,2,Febrer,10,11,Matí,,,1,,1,2,430319.485,4584766.444,2.16516713,41.40957934
2025S000778,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,611,Dilluns,2025,2,Febrer,10,16,Tarda,Desobeir el senyal del semàfor,,1,,1,1,430579.820,4582584.163,2.16853202,41.38994679
2025S000779,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret,272-274,Dilluns,2025,2,Febrer,10,17,Tarda,,,1,,1,2,431315.578,4585146.207,2.17704080,41.41308553
2025S000780,2,Eixample,9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,,Dilluns,2025,2,Febrer,10,20,Tarda,,,1,,1,2,428409.405,4582128.997,2.14262798,41.38565691
2025S000781,4,Les Corts,19,les Corts,144601,Diagonal,,Dilluns,2025,2,Febrer,10,15,Tarda,,,2,,2,2,427954.947,4582701.104,2.13712502,41.39076907
2025S000782,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer,,Dilluns,2025,2,Febrer,10,17,Tarda,,,1,,1,2,428040.262,4583081.554,2.13810016,41.39420328
2025S000783,3,Sants-Montjuïc,15,Hostafrancs,056005,Callao,22,Dilluns,2025,2,Febrer,10,9,Matí,,,,,,1,428406.378,4581121.833,2.14271084,41.37658548
2025S000784,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes,585,Dilluns,2025,2,Febrer,10,20,Tarda,Desobeir el senyal del semàfor,,1,,1,1,430197.259,4582210.358,2.16399973,41.38654691
2025S000785,7,Horta-Guinardó,33,el Baix Guinardó,068900,Cartagena,345-347,Dilluns,2025,2,Febrer,10,12,Matí,,,1,,1,2,430935.301,4585077.254,2.17249897,41.41243189
2025S000786,1,Ciutat Vella,3,la Barceloneta,010900,Pepe Rubianes,,Dimarts,2025,2,Febrer,11,1,Nit,,,1,,1,2,432243.589,4581257.498,2.18857909,41.37813981
2025S000787,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes,220,Dilluns,2025,2,Febrer,10,14,Tarda,,,3,,3,1,428347.350,4580326.056,2.14209913,41.36941293
2025S000788,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,670,Dimarts,2025,2,Febrer,11,0,Nit,,,4,,4,2,430856.459,4582782.323,2.17181797,41.39175540
2025S000789,2,Eixample,10,Sant Antoni,110803,Entença,23,Dimarts,2025,2,Febrer,11,7,Matí,,,1,,1,2,429404.139,4581095.550,2.15464454,41.37643695
2025S000790,8,Nou Barris,50,les Roquetes,120807,Favència,,Dimarts,2025,2,Febrer,11,7,Matí,,,1,,1,1,431332.807,4588732.680,2.17683931,41.44538910
2025S000791,10,Sant Martí,65,el Clot,153205,Guipúscoa,,Dimarts,2025,2,Febrer,11,6,Matí,,,1,,1,1,432695.295,4585200.751,2.19354196,41.41369359
2025S000792,3,Sants-Montjuïc,17,Sants - Badal,048404,Brasil,7-11,Dijous,2025,1,Gener,16,22,Nit,Altres,,,1,1,2,427334.270,4581085.875,2.12989557,41.37616547
2025S000793,3,Sants-Montjuïc,12,la Marina del Prat Vermell,375900,Número 62 Zona Franca,8,Dimarts,2025,2,Febrer,11,10,Matí,,,1,,1,3,428136.385,4577565.367,2.13990397,41.34452948
2025S000794,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Joan XXIII,17,Dimarts,2025,2,Febrer,11,10,Matí,,,,,,2,426661.831,4581953.154,2.12175003,41.38391566
2025S000795,10,Sant Martí,72,Sant Martí de Provençals,086200,Concili de Trento,93,Dimarts,2025,2,Febrer,11,11,Matí,,,,,,3,432947.690,4585327.502,2.19654765,41.41485631
2025S000796,3,Sants-Montjuïc,12,la Marina del Prat Vermell,370203,Número 3 Zona Franca,0,Dimarts,2025,2,Febrer,11,7,Matí,,,2,,2,2,427128.370,4576711.442,2.12795922,41.33674786
2025S000797,3,Sants-Montjuïc,18,Sants,312400,Sants,206-210,Dimarts,2025,2,Febrer,11,12,Matí,Altres,,1,,1,1,427441.955,4581022.040,2.13119082,41.37560025
2025S000798,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma,,Dimarts,2025,2,Febrer,11,15,Tarda,,,1,,1,2,428787.039,4581740.072,2.14718987,41.38218754
2025S000799,2,Eixample,6,la Sagrada Família,197302,Marina,,Dimarts,2025,2,Febrer,11,14,Tarda,,,1,,1,2,430903.241,4584387.737,2.17219417,41.40621888
2025S000800,2,Eixample,8,l'Antiga Esquerra de l'Eixample,018505,Aragó,,Dimarts,2025,2,Febrer,11,16,Tarda,,,1,,1,2,429544.563,4582114.924,2.15620507,41.38563044
2025S000801,2,Eixample,5,el Fort Pienc,335100,Tetuan,38-39,Dimarts,2025,2,Febrer,11,14,Tarda,,,1,,1,2,431246.499,4583153.045,2.17644084,41.39512783
2025S000802,10,Sant Martí,65,el Clot,169409,Corts Catalanes,911-913,Dimarts,2025,2,Febrer,11,16,Tarda,,,1,,1,2,432724.095,4584718.664,2.19394017,41.40935398
2025S000803,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,233905,Oliana,21,Dimarts,2025,2,Febrer,11,16,Tarda,Altres,,1,,1,1,428868.558,4583580.651,2.14794844,41.39877219
2025S000804,7,Horta-Guinardó,33,el Baix Guinardó,297001,Sant Antoni Maria Claret,147,Dimarts,2025,2,Febrer,11,17,Tarda,,,8,,8,2,431024.829,4584892.248,2.17359118,41.41077329
