numero_expedient,codi_districte,nom_districte,nom_barri,nom_carrer,nk_any,mes_any,nom_mes,dia_mes,hora_dia,descripcio_dia_setmana,descripcio_torn,descripcio_causa_vianant,numero_morts,numero_lesionats_lleus,numero_lesionats_greus,numero_victimes,numero_vehicles_implicats,longitud,latitud,fichero_origen,es_causa_vianant,fecha,dia_semana,fin_de_semana,franja_horaria,total_lesionados,gravedad,accidente_con_victimas
2019S007789,3,Sants-Montjuïc,el Poble-sec,B-10 (Besòs),2019,10,Octubre,8,18,Dimarts,Tarda,No és causa del vianant,0,1,0,1,3,2.168030206300471,41.361581931530665,2019_accidents_gu_bcn.csv,FALSE,2019-10-08,martes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007790,1,Ciutat Vella,la Barceloneta,Atlàntida / Ginebra,2019,10,Octubre,9,0,Dimecres,Nit,No és causa del vianant,0,1,0,1,2,2.188868341351254,41.381711743512305,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Madrugada (00-06h),1,Leve,TRUE
2019S007791,5,Sarrià-Sant Gervasi,el Putxet i el Farró,Balmes,2019,10,Octubre,8,19,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.139848436187747,41.40503908201408,2019_accidents_gu_bcn.csv,FALSE,2019-10-08,martes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007792,5,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Vilana,2019,10,Octubre,8,20,Dimarts,Tarda,No és causa del vianant,0,0,0,0,1,2.1293763205365135,41.40455417119963,2019_accidents_gu_bcn.csv,FALSE,2019-10-08,martes,Laborable,Noche (18-24h),0,Leve,FALSE
2019S007793,2,Eixample,la Dreta de l'Eixample,Aragó / Sant Joan,2019,10,Octubre,9,12,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1721392611081165,41.39793268106343,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007794,7,Horta-Guinardó,el Baix Guinardó,Sant Antoni Maria Claret / Padilla,2019,10,Octubre,9,7,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1721212351501986,41.409776824367334,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007795,5,Sarrià-Sant Gervasi,les Tres Torres,Doctor Roux,2019,10,Octubre,9,9,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1326678780364268,41.39497049006158,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007796,7,Horta-Guinardó,Horta,Maragall,2019,10,Octubre,9,8,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.162544421236204,41.42885663649698,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007797,4,Les Corts,la Maternitat i Sant Ramon,Diagonal / González Tablas,2019,10,Octubre,9,8,Dimecres,Matí,No és causa del vianant,0,1,0,1,1,2.111029805875464,41.38392899835471,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007798,10,Sant Martí,Provençals del Poblenou,Perú / Fluvià,2019,10,Octubre,9,10,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.200634495209382,41.41176751391468,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007799,2,Eixample,la Dreta de l'Eixample,Provença / Gràcia,2019,10,Octubre,9,10,Dimecres,Matí,Desobeir el senyal del semàfor,0,2,0,2,1,2.161989095438102,41.39487802016738,2019_accidents_gu_bcn.csv,TRUE,2019-10-09,miércoles,Laborable,Manana (06-12h),2,Leve,TRUE
2019S007800,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta / Tavern,2019,10,Octubre,9,10,Dimecres,Matí,No és causa del vianant,0,2,0,2,2,2.143796249785213,41.39915697972526,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Manana (06-12h),2,Leve,TRUE
2019S007801,10,Sant Martí,el Clot,Mallorca,2019,10,Octubre,9,11,Dimecres,Matí,No és causa del vianant,0,1,0,1,3,2.1885182985531535,41.413522631485215,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007802,4,Les Corts,la Maternitat i Sant Ramon,Comte de Güell,2019,10,Octubre,9,12,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.122653002014214,41.377354706576675,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007803,9,Sant Andreu,Navas,Clot / Espronceda,2019,10,Octubre,9,13,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1907678348551785,41.41559873498895,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007804,9,Sant Andreu,Sant Andreu,Sòcrates / Monges,2019,10,Octubre,9,13,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1875667705899047,41.43183510460113,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007805,5,Sarrià-Sant Gervasi,Sarrià,Eduardo Conde,2019,10,Octubre,9,13,Dimecres,Matí,No és causa del vianant,0,1,0,1,2,2.1226565014716137,41.39117813435632,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007806,3,Sants-Montjuïc,la Marina del Prat Vermell,B-10 (Besòs),2019,10,Octubre,9,14,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.1672648199361073,41.36090542980383,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007807,1,Ciutat Vella,el Raval,Sant Pau,2019,10,Octubre,9,14,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.1730022538386433,41.38077273265412,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007808,2,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,2019,10,Octubre,9,15,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1515346352505724,41.39430653452982,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007809,9,Sant Andreu,la Sagrera,Gran de Sant Andreu / Pare Manyanet,2019,10,Octubre,9,16,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.190564009240505,41.42768672579325,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007810,5,Sarrià-Sant Gervasi,el Putxet i el Farró,Balmes,2019,10,Octubre,9,14,Dimecres,Tarda,No és causa del vianant,0,0,1,1,2,2.1389497194452805,41.406344554891525,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Grave,TRUE
2019S007811,7,Horta-Guinardó,el Baix Guinardó,Padilla / Santa Carolina,2019,10,Octubre,9,16,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.1703946525776914,41.41096038771491,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007812,3,Sants-Montjuïc,Sants,Sants,2019,10,Octubre,9,15,Dimecres,Tarda,No és causa del vianant,0,0,1,1,2,2.1331451770935757,41.37538413850038,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Grave,TRUE
2019S007813,3,Sants-Montjuïc,la Marina del Prat Vermell,Major de Mercabarna / Transversal 9,2019,10,Octubre,9,14,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.114778844487871,41.33077270383924,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007814,3,Sants-Montjuïc,Hostafrancs,Corts Catalanes,2019,10,Octubre,9,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.14568629542152,41.372865237636475,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007815,7,Horta-Guinardó,el Baix Guinardó,Padilla,2019,10,Octubre,9,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1701982173404195,41.41082674270718,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007816,1,Ciutat Vella,el Raval,Litoral (Besòs),2019,10,Octubre,9,19,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.176847972919246,41.37313813227115,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007817,10,Sant Martí,la Verneda i la Pau,Guipúscoa,2019,10,Octubre,9,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.203726759448307,41.42114798934722,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007818,2,Eixample,la Dreta de l'Eixample,Aragó / Girona,2019,10,Octubre,9,17,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1695035526980377,41.39614147955204,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007819,10,Sant Martí,el Poblenou,Pujades / Bac de Roda,2019,10,Octubre,9,16,Dimecres,Tarda,No és causa del vianant,0,2,0,2,2,2.205972610663053,41.40564792377262,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007820,3,Sants-Montjuïc,Sants,Burgos / Jocs Florals,2019,10,Octubre,9,20,Dimecres,Tarda,No és causa del vianant,0,1,0,1,1,2.1351824441146565,41.37294152102628,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007821,2,Eixample,Sant Antoni,Paral·lel,2019,10,Octubre,9,21,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1534246411424047,41.37522518058643,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007822,10,Sant Martí,el Poblenou,Badajoz,2019,10,Octubre,9,19,Dimecres,Tarda,No és causa del vianant,0,2,0,2,3,2.196122785394596,41.39791584493945,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),2,Leve,TRUE
2019S007823,8,Nou Barris,la Prosperitat,Júlia / Artesania,2019,10,Octubre,9,19,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1755491693031352,41.43925632908109,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007824,4,Les Corts,Pedralbes,Pedralbes / Dulcet,2019,10,Octubre,9,19,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.118599842918353,41.39048274441545,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007825,7,Horta-Guinardó,el Baix Guinardó,Mare de Déu de Montserrat / Sanllehy,2019,10,Octubre,9,20,Dimecres,Tarda,No és causa del vianant,0,0,0,0,1,2.161527088322357,41.41369748817915,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),0,Leve,FALSE
2019S007826,4,Les Corts,Pedralbes,Dalt (Besòs),2019,10,Octubre,9,15,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.108988302015942,41.39258165829894,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007827,3,Sants-Montjuïc,la Marina de Port,Energia,2019,10,Octubre,9,19,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1361944133472797,41.358714211504136,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007828,5,Sarrià-Sant Gervasi,les Tres Torres,Àngel Guimerà,2019,10,Octubre,9,21,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.131992577251373,41.39679092613089,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007829,7,Horta-Guinardó,la Vall d'Hebron,Granja Vella,2019,10,Octubre,9,23,Dimecres,Nit,No és causa del vianant,0,0,0,0,2,2.14746664725091,41.42659628360733,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),0,Leve,FALSE
2019S007830,5,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Ciutat de Balaguer / Sant Màrius,2019,10,Octubre,9,21,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.136144337472579,41.4023231662387,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007831,10,Sant Martí,la Verneda i la Pau,Menorca / Puigcerdà,2019,10,Octubre,9,23,Dimecres,Nit,No és causa del vianant,0,1,0,1,2,2.200574002845911,41.42266287292506,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007832,2,Eixample,el Fort Pienc,Corts Catalanes / Padilla,2019,10,Octubre,9,20,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.183585642633068,41.40060184820811,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007833,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta / Comte de Salvatierra,2019,10,Octubre,9,21,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1546069106062653,41.39681438146121,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007834,5,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Tibidabo,2019,10,Octubre,9,20,Dimecres,Tarda,No és causa del vianant,0,1,0,1,2,2.1362307671323024,41.410963243034416,2019_accidents_gu_bcn.csv,FALSE,2019-10-09,miércoles,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007835,2,Eixample,l'Antiga Esquerra de l'Eixample,Aragó / Comte d'Urgell,2019,10,Octubre,10,7,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.1551243631284267,41.38506639591084,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007836,2,Eixample,Sant Antoni,Paral·lel / Manso,2019,10,Octubre,10,6,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.158728502640903,41.375499624385846,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007837,3,Sants-Montjuïc,Sants,Mig (Ascendent),2019,10,Octubre,10,8,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.1323317830996737,41.37111884498151,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007838,7,Horta-Guinardó,Horta,Tajo,2019,10,Octubre,10,8,Dijous,Matí,Desobeir el senyal del semàfor,0,2,0,2,1,2.16033187844086,41.429572986595694,2019_accidents_gu_bcn.csv,TRUE,2019-10-10,jueves,Laborable,Manana (06-12h),2,Leve,TRUE
2019S007839,3,Sants-Montjuïc,la Marina del Prat Vermell,Número 5 Zona Franca,2019,10,Octubre,10,10,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.130947535809947,41.323970065573384,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007840,2,Eixample,la Sagrada Família,Indústria / Cartagena,2019,10,Octubre,10,11,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.1750600873491552,41.41027748736316,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007841,5,Sarrià-Sant Gervasi,Sarrià,Capità Arenas,2019,10,Octubre,10,12,Dijous,Matí,No és causa del vianant,0,2,0,2,1,2.1246248678265345,41.394276989202574,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007842,9,Sant Andreu,el Bon Pastor,Palomar / Ferran Junoy,2019,10,Octubre,10,11,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.1968226536229363,41.44239906609047,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007843,8,Nou Barris,la Prosperitat,Conveni,2019,10,Octubre,10,12,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.183886621034099,41.44347645087189,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007844,2,Eixample,l'Antiga Esquerra de l'Eixample,Balmes / Rosselló,2019,10,Octubre,10,14,Dijous,Tarda,No és causa del vianant,0,2,0,2,2,2.15694054258658,41.393431119674986,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007845,4,Les Corts,Pedralbes,Pedralbes,2019,10,Octubre,10,13,Dijous,Matí,No és causa del vianant,0,2,0,2,1,2.1145747253953693,41.39326043588204,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007846,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Princesa,2019,10,Octubre,10,13,Dijous,Matí,Creuar per fora pas de vianants,0,1,0,1,1,2.179382131215431,41.38465359236905,2019_accidents_gu_bcn.csv,TRUE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007847,7,Horta-Guinardó,el Baix Guinardó,Gràcia / Lepant,2019,10,Octubre,10,14,Dijous,Tarda,No és causa del vianant,0,2,0,2,2,2.1703371679603647,41.40900870353302,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007848,6,Gràcia,el Camp d'en Grassot i Gràcia Nova,Còrsega / Sardenya,2019,10,Octubre,10,13,Dijous,Matí,No és causa del vianant,0,2,0,2,1,2.1707148742357014,41.40502971037305,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007849,2,Eixample,Sant Antoni,Viladomat / Sepúlveda,2019,10,Octubre,10,14,Dijous,Tarda,No és causa del vianant,0,2,0,2,2,2.1571754602613824,41.37957727244052,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007850,2,Eixample,la Dreta de l'Eixample,Mallorca,2019,10,Octubre,14,12,Dilluns,Matí,No és causa del vianant,0,1,0,1,1,2.164382133047231,41.39516105309753,2019_accidents_gu_bcn.csv,FALSE,2019-10-14,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007851,3,Sants-Montjuïc,Hostafrancs,Tarragona / Elisi,2019,10,Octubre,10,17,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.144515390436071,41.378669482814175,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007852,2,Eixample,la Dreta de l'Eixample,Tetuan,2019,10,Octubre,10,16,Dijous,Tarda,No és causa del vianant,0,1,0,1,1,2.1753468361472357,41.39449822255382,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007853,5,Sarrià-Sant Gervasi,el Putxet i el Farró,Lesseps,2019,10,Octubre,10,16,Dijous,Tarda,No és causa del vianant,0,3,0,3,2,2.1494685171504475,41.40619500026431,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),3,Leve,TRUE
2019S007854,2,Eixample,Sant Antoni,Viladomat,2019,10,Octubre,10,15,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1614606930676663,41.3766374799265,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007855,1,Ciutat Vella,el Raval,Torres i Amat,2019,10,Octubre,10,18,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1657061084002627,41.38447453715359,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007856,2,Eixample,el Fort Pienc,Roger de Flor / Ribes,2019,10,Octubre,10,18,Dijous,Tarda,No és causa del vianant,0,0,0,0,1,2.180782812037464,41.39244265164279,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),0,Leve,FALSE
2019S007857,2,Eixample,l'Antiga Esquerra de l'Eixample,Buenos Aires,2019,10,Octubre,10,18,Dijous,Tarda,No és causa del vianant,0,0,1,1,1,2.146279186424141,41.39179936079631,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Grave,TRUE
2019S007858,2,Eixample,la Dreta de l'Eixample,Gràcia / Consell de Cent,2019,10,Octubre,10,17,Dijous,Tarda,Desobeir el senyal del semàfor,0,2,0,2,1,2.1653828427483823,41.39130990297749,2019_accidents_gu_bcn.csv,TRUE,2019-10-10,jueves,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S007859,9,Sant Andreu,el Bon Pastor,Fra Juníper Serra / Santander,2019,10,Octubre,10,17,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.205755142919309,41.43246652823716,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007860,7,Horta-Guinardó,el Carmel,Dante Alighieri,2019,10,Octubre,10,19,Dijous,Tarda,No és causa del vianant,0,1,0,1,1,2.152111760512716,41.42487543990526,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007861,2,Eixample,l'Antiga Esquerra de l'Eixample,Diputació / Valeri Serra,2019,10,Octubre,10,19,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.160069174104565,41.38509764409544,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007862,9,Sant Andreu,Sant Andreu,Concepción Arenal,2019,10,Octubre,10,18,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1843471632347367,41.42919154158678,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007863,9,Sant Andreu,el Bon Pastor,Santander,2019,10,Octubre,10,20,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.209141824515814,41.43609352398773,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007864,1,Ciutat Vella,la Barceloneta,Pau Vila / Joan Borbó Comte Barcelona,2019,10,Octubre,10,16,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.185906768016226,41.38197645391098,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007865,2,Eixample,la Dreta de l'Eixample,Bailèn / València,2019,10,Octubre,10,19,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1693635494140384,41.39767659159694,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007866,9,Sant Andreu,Sant Andreu,Torras i Bages / Almirall Pròixida,2019,10,Octubre,10,19,Dijous,Tarda,No és causa del vianant,0,0,1,1,3,2.190568998467276,41.44170688455715,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Grave,TRUE
2019S007867,3,Sants-Montjuïc,el Poble-sec,Rius i Taulet / Reina Maria Cristina,2019,10,Octubre,10,21,Dijous,Tarda,No és causa del vianant,0,0,1,1,2,2.1516970189151023,41.371932219645494,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Grave,TRUE
2019S007868,2,Eixample,Sant Antoni,Paral·lel,2019,10,Octubre,10,20,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.161214105371527,41.375204491505954,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007869,10,Sant Martí,la Vila Olímpica del Poblenou,Icària / Joan Miró,2019,10,Octubre,10,8,Dijous,Matí,No és causa del vianant,0,1,0,1,1,2.1953243752828926,41.390150735344065,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007870,10,Sant Martí,la Vila Olímpica del Poblenou,Icària / Joan Miró,2019,10,Octubre,10,23,Dijous,Nit,No és causa del vianant,0,6,0,6,2,2.1953243752828926,41.390150735344065,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),6,Leve,TRUE
2019S007871,1,Ciutat Vella,el Barri Gòtic,Comtessa de Sobradiel,2019,10,Octubre,10,23,Dijous,Nit,No és causa del vianant,0,0,0,0,1,2.1779571094737853,41.38077914361115,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),0,Leve,FALSE
2019S007872,2,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell,2019,10,Octubre,10,18,Dijous,Tarda,No és causa del vianant,0,1,0,1,2,2.1476749838968296,41.39010199468407,2019_accidents_gu_bcn.csv,FALSE,2019-10-10,jueves,Laborable,Noche (18-24h),1,Leve,TRUE
2019S007873,2,Eixample,la Nova Esquerra de l'Eixample,Vilamarí / Consell de Cent,2019,10,Octubre,10,13,Dijous,Matí,Creuar per fora pas de vianants,0,1,0,1,1,2.1491380908820212,41.37884193254655,2019_accidents_gu_bcn.csv,TRUE,2019-10-10,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S007874,10,Sant Martí,Provençals del Poblenou,Bilbao / Corts Catalanes,2019,10,Octubre,11,7,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.1952673633558195,41.409085257891526,2019_accidents_gu_bcn.csv,FALSE,2019-10-11,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S007875,1,Ciutat Vella,el Barri Gòtic,Ample,2019,10,Octubre,11,5,Divendres,Nit,No és causa del vianant,0,0,0,0,2,2.1801517267508195,41.380732830236454,2019_accidents_gu_bcn.csv,FALSE,2019-10-11,viernes,Laborable,Madrugada (00-06h),0,Leve,FALSE
2019S007876,3,Sants-Montjuïc,la Marina del Prat Vermell,F Zona Franca / Número 4 Zona Franca,2019,10,Octubre,11,7,Divendres,Matí,No és causa del vianant,0,1,0,1,2,2.123682919938375,41.33176321331065,2019_accidents_gu_bcn.csv,FALSE,2019-10-11,viernes,Laborable,Manana (06-12h),1,Leve,TRUE
