numero_expedient,codi_districte,nom_districte,nom_barri,nom_carrer,nk_any,mes_any,nom_mes,dia_mes,hora_dia,descripcio_dia_setmana,descripcio_torn,descripcio_causa_vianant,numero_morts,numero_lesionats_lleus,numero_lesionats_greus,numero_victimes,numero_vehicles_implicats,longitud,latitud,fichero_origen,es_causa_vianant,fecha,dia_semana,fin_de_semana,franja_horaria,total_lesionados,gravedad,accidente_con_victimas
2019S000090,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Tenor Viñas,2019,1,Gener,4,20,Divendres,Tarda,No és causa del vianant,0,1,0,1,1,2.142097138482351,41.395159901486934,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000091,4,Les Corts,les Corts,Sarrià / Doctor Fleming,2019,1,Gener,4,19,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.136217366339159,41.3914417914262,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000092,6,Gràcia,Vallcarca i els Penitents,B-20 (Besòs),2019,1,Gener,4,19,Divendres,Tarda,No és causa del vianant,0,1,0,1,2,2.137507962751292,41.41576897888471,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000093,2,Eixample,la Sagrada Família,Rosselló / Castillejos,2019,1,Gener,4,17,Divendres,Tarda,No és causa del vianant,0,0,1,1,1,2.176650629815606,41.40759846431773,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Tarde (12-18h),1,Grave,TRUE
2019S000094,2,Eixample,la Sagrada Família,València / Cartagena,2019,1,Gener,4,19,Divendres,Tarda,No és causa del vianant,0,2,0,2,2,2.1807141087276043,41.40601884201858,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Noche (18-24h),2,Leve,TRUE
2019S000095,6,Gràcia,el Camp d'en Grassot i Gràcia Nova,Pi i Margall / Encarnació,2019,1,Gener,4,22,Divendres,Nit,No és causa del vianant,0,1,0,1,2,2.163856678081977,41.408354420547134,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000096,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Amigó / Laforja,2019,1,Gener,5,2,Dissabte,Nit,No és causa del vianant,0,1,0,1,2,2.143861874207513,41.39558774701892,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Madrugada (00-06h),1,Leve,TRUE
2019S000097,8,Nou Barris,Vilapicina i la Torre Llobeta,Borbó,2019,1,Gener,5,0,Dissabte,Nit,No és causa del vianant,0,0,0,0,3,2.1758363958134903,41.42614620627372,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Madrugada (00-06h),0,Leve,FALSE
2019S000098,3,Sants-Montjuïc,la Marina de Port,Foneria / Jane Addams,2019,1,Gener,5,5,Dissabte,Nit,No és causa del vianant,0,1,0,1,2,2.137159527362684,41.360091845773795,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Madrugada (00-06h),1,Leve,TRUE
2019S000099,7,Horta-Guinardó,Horta,Fabra i Puig,2019,1,Gener,5,7,Dissabte,Matí,No és causa del vianant,0,1,0,1,1,2.1632780553567077,41.434477066000504,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Manana (06-12h),1,Leve,TRUE
2019S000100,7,Horta-Guinardó,el Baix Guinardó,Guinardó,2019,1,Gener,3,13,Dijous,Matí,No és causa del vianant,0,1,0,1,2,2.1672211181664434,41.41208518063411,2019_accidents_gu_bcn.csv,FALSE,2019-01-03,jueves,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000101,10,Sant Martí,el Camp de l'Arpa del Clot,Còrsega / Conca,2019,1,Gener,5,10,Dissabte,Matí,No és causa del vianant,0,1,0,1,2,2.18112977202226,41.41294217750628,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Manana (06-12h),1,Leve,TRUE
2019S000102,3,Sants-Montjuïc,la Bordeta,Corts Catalanes,2019,1,Gener,5,11,Dissabte,Matí,No és causa del vianant,0,1,0,1,2,2.140559617212871,41.36900700755905,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Manana (06-12h),1,Leve,TRUE
2019S000103,4,Les Corts,la Maternitat i Sant Ramon,Carles III,2019,1,Gener,5,15,Dissabte,Tarda,No és causa del vianant,0,0,0,0,2,2.1283021146500496,41.379368914873446,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Tarde (12-18h),0,Leve,FALSE
2019S000104,3,Sants-Montjuïc,el Poble-sec,Palaudàries / Paral·lel,2019,1,Gener,5,18,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.1733364771321355,41.3745899990998,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2019S000105,2,Eixample,el Fort Pienc,Padilla / Corts Catalanes,2019,1,Gener,5,17,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.183585642633068,41.40060184820811,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000106,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes / Marià Cubí,2019,1,Gener,5,18,Dissabte,Tarda,No és causa del vianant,0,2,0,2,2,2.1505218160113446,41.39895678729248,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Noche (18-24h),2,Leve,TRUE
2019S000107,10,Sant Martí,el Parc i la Llacuna del Poblenou,Zamora,2019,1,Gener,5,21,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.1921431225926233,41.393928492864646,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2019S000108,10,Sant Martí,el Poblenou,Bilbao / Taulat,2019,1,Gener,5,17,Dissabte,Tarda,No és causa del vianant,0,1,0,1,1,2.2064509088608864,41.400506464122984,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000109,2,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes,2019,1,Gener,5,23,Dissabte,Nit,No és causa del vianant,0,1,0,1,2,2.1639086150926605,41.38656913612073,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2019S000110,9,Sant Andreu,el Bon Pastor,Claramunt,2019,1,Gener,5,21,Dissabte,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,2.205220512509415,41.43696903598888,2019_accidents_gu_bcn.csv,TRUE,2019-01-05,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2019S000111,6,Gràcia,el Camp d'en Grassot i Gràcia Nova,Pi i Margall / Secretari Coloma,2019,1,Gener,5,23,Dissabte,Nit,No és causa del vianant,0,1,0,1,1,2.1633767705749194,41.408915604704504,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2019S000112,10,Sant Martí,el Camp de l'Arpa del Clot,Rosselló / Dos de Maig,2019,1,Gener,5,23,Dissabte,Nit,No és causa del vianant,0,2,0,2,2,2.17859288450839,41.409764122423894,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Noche (18-24h),2,Leve,TRUE
2019S000113,1,Ciutat Vella,la Barceloneta,Litoral (Llobregat),2019,1,Gener,6,3,Diumenge,Nit,No és causa del vianant,0,2,0,2,1,2.183799538665568,41.38119048960623,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Madrugada (00-06h),2,Leve,TRUE
2019S000114,3,Sants-Montjuïc,la Marina de Port,Jane Addams / Prat,2019,1,Gener,6,5,Diumenge,Nit,No és causa del vianant,0,1,0,1,2,2.13507459841751,41.36263097646299,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Madrugada (00-06h),1,Leve,TRUE
2019S000115,2,Eixample,la Nova Esquerra de l'Eixample,Viladomat,2019,1,Gener,6,6,Diumenge,Matí,No és causa del vianant,0,0,0,0,4,2.148447420529452,41.386178951433934,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Manana (06-12h),0,Leve,FALSE
2019S000116,5,Sarrià-Sant Gervasi,Sarrià,B-20 (Llobregat),2019,1,Gener,6,11,Diumenge,Matí,No és causa del vianant,0,1,0,1,2,2.1122631630578153,41.3976037316652,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Manana (06-12h),1,Leve,TRUE
2019S000117,4,Les Corts,les Corts,Carles III / Diagonal,2019,1,Gener,6,10,Diumenge,Matí,No és causa del vianant,0,1,0,1,1,2.127388346250991,41.38865304350267,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Manana (06-12h),1,Leve,TRUE
2019S000118,9,Sant Andreu,el Bon Pastor,Enric Sanchis,2019,1,Gener,4,18,Divendres,Tarda,No és causa del vianant,0,1,0,1,1,2.205808142690638,41.4337840402054,2019_accidents_gu_bcn.csv,FALSE,2019-01-04,viernes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000119,3,Sants-Montjuïc,el Poble-sec,Reina Maria Cristina / Rius i Taulet,2019,1,Gener,6,12,Diumenge,Matí,No és causa del vianant,0,2,0,2,2,2.1516970189151023,41.371932219645494,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),2,Leve,TRUE
2019S000120,9,Sant Andreu,el Bon Pastor,B-10 (Besòs),2019,1,Gener,6,13,Diumenge,Matí,No és causa del vianant,0,1,0,1,2,2.2082287788482713,41.43775972882771,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000121,4,Les Corts,la Maternitat i Sant Ramon,Diagonal,2019,1,Gener,6,13,Diumenge,Matí,No és causa del vianant,0,1,0,1,2,2.1046636369704927,41.38226325824918,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000122,9,Sant Andreu,Sant Andreu,Torras i Bages / Santa Marta,2019,1,Gener,6,12,Diumenge,Matí,No és causa del vianant,0,2,0,2,3,2.1909221234816276,41.436676424490045,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),2,Leve,TRUE
2019S000123,1,Ciutat Vella,la Barceloneta,Doctor Aiguader,2019,1,Gener,6,13,Diumenge,Matí,No és causa del vianant,0,1,0,1,2,2.1875515617741605,41.38251339264889,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000124,8,Nou Barris,Canyelles,Dalt (Llobregat),2019,1,Gener,6,14,Diumenge,Tarda,No és causa del vianant,0,2,0,2,3,2.1646231633307735,41.44126081158055,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),2,Leve,TRUE
2019S000125,2,Eixample,el Fort Pienc,Marina / Casp,2019,1,Gener,6,14,Diumenge,Tarda,No és causa del vianant,0,1,0,1,2,2.181894600966035,41.39824385809429,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000126,7,Horta-Guinardó,el Guinardó,Mare de Déu de Montserrat / Segle XX,2019,1,Gener,6,14,Diumenge,Tarda,No és causa del vianant,0,1,0,1,1,2.1756345666382493,41.423652963322304,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000127,2,Eixample,la Dreta de l'Eixample,Diputació / Balmes,2019,1,Gener,5,20,Dissabte,Tarda,No és causa del vianant,0,1,0,1,2,2.1641654788922162,41.38845877676851,2019_accidents_gu_bcn.csv,FALSE,2019-01-05,sábado,Fin de semana,Noche (18-24h),1,Leve,TRUE
2019S000128,5,Sarrià-Sant Gervasi,les Tres Torres,Escoles Pies / Pau Alcover,2019,1,Gener,6,13,Diumenge,Matí,No és causa del vianant,0,1,0,1,1,2.1302577475710933,41.40139978671479,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000129,2,Eixample,la Dreta de l'Eixample,Mossèn Jacint Verdaguer,2019,1,Gener,6,17,Diumenge,Tarda,No és causa del vianant,0,2,0,2,2,2.1700216043561324,41.39968791930005,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),2,Leve,TRUE
2019S000130,9,Sant Andreu,la Trinitat Vella,Peníscola,2019,1,Gener,6,17,Diumenge,Tarda,No és causa del vianant,0,1,0,1,2,2.189907553065048,41.45335780638758,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000131,10,Sant Martí,el Poblenou,Amistat,2019,1,Gener,6,14,Diumenge,Tarda,No és causa del vianant,0,1,0,1,2,2.2060821098369185,41.4007116307436,2019_accidents_gu_bcn.csv,FALSE,2019-01-06,domingo,Fin de semana,Tarde (12-18h),1,Leve,TRUE
2019S000132,2,Eixample,la Nova Esquerra de l'Eixample,Entença / Diputació,2019,1,Gener,7,10,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.151695498189196,41.378620316805474,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000133,2,Eixample,la Dreta de l'Eixample,Gràcia,2019,1,Gener,7,10,Dilluns,Matí,No és causa del vianant,0,0,1,1,1,2.1648002404613744,41.39177523176738,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Manana (06-12h),1,Grave,TRUE
2019S000134,6,Gràcia,Vallcarca i els Penitents,General Mendoza / Vall d'Hebron,2019,1,Gener,7,12,Dilluns,Matí,No és causa del vianant,0,2,0,2,1,2.1409126097518056,41.4212113003877,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S000135,3,Sants-Montjuïc,la Marina del Prat Vermell,Zona Franca / Cisell,2019,1,Gener,7,13,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.142825641859865,41.3544267963856,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000136,6,Gràcia,la Vila de Gràcia,Verdi / Bellver,2019,1,Gener,7,12,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.154109502598031,41.40640044592862,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000137,7,Horta-Guinardó,la Font d'en Fargues,Ciències,2019,1,Gener,7,13,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.1586109309715615,41.42310664231406,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000138,9,Sant Andreu,la Sagrera,Concepción Arenal / Felip II,2019,1,Gener,7,13,Dilluns,Matí,No és causa del vianant,0,1,0,1,2,2.1839559218447757,41.42280759032979,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000139,2,Eixample,la Dreta de l'Eixample,Diagonal / Roger de Flor,2019,1,Gener,7,14,Dilluns,Tarda,No és causa del vianant,0,2,0,2,2,2.1717068730454128,41.399323014214325,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S000140,3,Sants-Montjuïc,Sants - Badal,Sants,2019,1,Gener,7,15,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.1276878890788926,41.37549494198844,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000141,10,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades,2019,1,Gener,7,13,Dilluns,Matí,No és causa del vianant,0,0,0,0,1,2.188299414669729,41.39227163928168,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),0,Leve,FALSE
2019S000142,2,Eixample,el Fort Pienc,Lluís Companys / Vilanova,2019,1,Gener,7,16,Dilluns,Tarda,Creuar per fora pas de vianants,0,2,0,2,1,2.180223009020814,41.39172960083164,2019_accidents_gu_bcn.csv,TRUE,2019-01-07,lunes,Laborable,Tarde (12-18h),2,Leve,TRUE
2019S000143,2,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Entença,2019,1,Gener,7,17,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.152377021391059,41.37789339564348,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000144,6,Gràcia,la Vila de Gràcia,Gran de Gràcia,2019,1,Gener,7,14,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.1542877659444897,41.40067089494255,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000145,2,Eixample,la Dreta de l'Eixample,València,2019,1,Gener,7,18,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.1608013399692356,41.391033378457045,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000146,1,Ciutat Vella,el Raval,Drassanes / Josep Carner,2019,1,Gener,7,17,Dilluns,Tarda,No és causa del vianant,0,1,0,1,1,2.1771515541584163,41.37482919884124,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000147,2,Eixample,Sant Antoni,Paral·lel / Manso,2019,1,Gener,7,17,Dilluns,Tarda,No és causa del vianant,0,1,0,1,1,2.1589652791077723,41.37521158608976,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000148,4,Les Corts,les Corts,Berlín / Equador,2019,1,Gener,7,18,Dilluns,Tarda,No és causa del vianant,0,3,0,3,2,2.141113359238804,41.38478539749438,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),3,Leve,TRUE
2019S000149,2,Eixample,la Sagrada Família,València / Castillejos,2019,1,Gener,7,19,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.179880381729726,41.40501731481036,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000150,2,Eixample,la Dreta de l'Eixample,València / Sant Joan,2019,1,Gener,7,20,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.170324683960126,41.398450686850445,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000151,9,Sant Andreu,el Bon Pastor,Potosí / Monterrey,2019,1,Gener,7,19,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.2059143906862047,41.44346875610312,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000152,2,Eixample,la Dreta de l'Eixample,Diagonal / Pau Claris,2019,1,Gener,7,20,Dilluns,Tarda,No és causa del vianant,0,2,0,2,2,2.161513268022325,41.39678502381331,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),2,Leve,TRUE
2019S000153,2,Eixample,l'Antiga Esquerra de l'Eixample,Aribau / Diagonal,2019,1,Gener,7,20,Dilluns,Tarda,No és causa del vianant,0,1,0,1,2,2.1515346352505724,41.39430653452982,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000154,3,Sants-Montjuïc,la Font de la Guatlla,Corts Catalanes,2019,1,Gener,7,22,Dilluns,Nit,No és causa del vianant,0,3,0,3,3,2.1449292501628534,41.37163262178842,2019_accidents_gu_bcn.csv,FALSE,2019-01-07,lunes,Laborable,Noche (18-24h),3,Leve,TRUE
2019S000155,3,Sants-Montjuïc,la Marina de Port,Mineria / Sarah Bernhardt,2019,1,Gener,8,3,Dimarts,Nit,No és causa del vianant,0,0,0,0,1,2.1398358524665904,41.36731900992467,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Madrugada (00-06h),0,Leve,FALSE
2019S000156,10,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Llobregat),2019,1,Gener,8,7,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.212787917631214,41.40220663917994,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000157,5,Sarrià-Sant Gervasi,el Putxet i el Farró,Sant Gervasi / Mas Yebra,2019,1,Gener,8,7,Dimarts,Matí,No és causa del vianant,0,1,0,1,5,2.1382177854511504,41.41197435944366,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000158,2,Eixample,la Dreta de l'Eixample,Ausiàs Marc / Urquinaona,2019,1,Gener,8,9,Dimarts,Matí,No és causa del vianant,0,1,0,1,1,2.1729709445674423,41.38959545870726,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000159,10,Sant Martí,el Clot,Independència / Meridiana,2019,1,Gener,8,8,Dimarts,Matí,No és causa del vianant,0,1,0,1,1,2.187085003137312,41.40490279903682,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000160,1,Ciutat Vella,la Barceloneta,Pepe Rubianes / Joan Borbó Comte Barcelona,2019,1,Gener,8,8,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.1883307559331255,41.37821180659707,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000161,3,Sants-Montjuïc,la Marina del Prat Vermell,Transversal 6,2019,1,Gener,8,11,Dimarts,Matí,Transitar a peu per la calçada,0,1,0,1,1,2.1121635744264227,41.333747907749,2019_accidents_gu_bcn.csv,TRUE,2019-01-08,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000162,6,Gràcia,Vallcarca i els Penitents,Vallcarca,2019,1,Gener,8,10,Dimarts,Matí,No és causa del vianant,0,1,0,1,2,2.1428258314771993,41.41485024929271,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Manana (06-12h),1,Leve,TRUE
2019S000163,3,Sants-Montjuïc,Sants,Daoíz i Velarde / Sant Medir,2019,1,Gener,8,12,Dimarts,Matí,No és causa del vianant,0,1,0,1,1,2.1328893987717925,41.37434815869304,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000164,4,Les Corts,la Maternitat i Sant Ramon,Diagonal,2019,1,Gener,8,13,Dimarts,Matí,No és causa del vianant,0,1,0,1,3,2.1169334936415125,41.38537024656697,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000165,2,Eixample,la Dreta de l'Eixample,Balmes,2019,1,Gener,8,14,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.161420272164824,41.39032090109369,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000166,2,Eixample,la Dreta de l'Eixample,Aragó / Catalunya,2019,1,Gener,8,16,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.16334537987643,41.39139418714701,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000167,7,Horta-Guinardó,la Vall d'Hebron,Can Marcet,2019,1,Gener,8,16,Dimarts,Tarda,No és causa del vianant,0,0,0,0,1,2.1514506396714292,41.43441889537747,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Tarde (12-18h),0,Leve,FALSE
2019S000168,4,Les Corts,la Maternitat i Sant Ramon,Diagonal / Pere Duran Farell,2019,1,Gener,8,15,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.1196772803560258,41.386076735289805,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000169,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Ganduxer,2019,1,Gener,8,17,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.138825410848463,41.39278930257775,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Tarde (12-18h),1,Leve,TRUE
2019S000170,2,Eixample,Sant Antoni,Floridablanca,2019,1,Gener,8,19,Dimarts,Tarda,No és causa del vianant,0,1,0,1,2,2.16280399448399,41.38196101396162,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Noche (18-24h),1,Leve,TRUE
2019S000171,5,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,2019,1,Gener,8,18,Dimarts,Tarda,No és causa del vianant,0,0,2,2,2,2.141142162134174,41.392347872382906,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Noche (18-24h),2,Grave,TRUE
2019S000172,3,Sants-Montjuïc,Sants,Nicaragua / Josep Tarradellas,2019,1,Gener,8,20,Dimarts,Tarda,Altres,0,2,0,2,1,2.1419901427910943,41.38252909581202,2019_accidents_gu_bcn.csv,TRUE,2019-01-08,martes,Laborable,Noche (18-24h),2,Leve,TRUE
2019S000173,5,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Robínia,2019,1,Gener,8,21,Dimarts,Tarda,No és causa del vianant,0,1,0,1,1,2.100291093671616,41.4253682510047,2019_accidents_gu_bcn.csv,FALSE,2019-01-08,martes,Laborable,Noche (18-24h),1,Leve,TRUE
